id,source,dest,submit_tick,pickup_tick,dropoff_tick,wait_time,travel_time,total_time,elevator
passenger312,21,3,102,109,147,7,38,45,7
passenger313,4,3,103,133,136,30,3,33,8
passenger314,23,17,104,112,126,8,14,22,9
passenger315,14,20,104,113,181,9,68,77,10
passenger316,15,6,104,132,151,28,19,47,11
passenger317,13,18,104,134,197,30,63,93,12
passenger318,1,16,106,159,193,53,34,87,13
passenger319,13,2,107,123,148,16,25,41,14
passenger320,7,12,107,134,162,27,28,55,15
passenger321,9,8,107,130,195,23,65,88,0
passenger322,17,11,108,120,134,12,14,26,1
passenger323,13,20,108,127,190,19,63,82,2
passenger324,3,9,108,156,168,48,12,60,3
passenger325,2,24,108,160,206,52,46,98,4
passenger326,5,21,108,149,204,41,55,96,5
passenger327,5,9,109,137,161,28,24,52,6
passenger328,16,21,110,118,187,8,69,77,7
passenger329,5,6,110,130,141,20,11,31,8
passenger330,23,9,110,112,144,2,32,34,9
passenger331,6,19,110,135,178,25,43,68,10
passenger332,3,22,111,158,203,47,45,92,11
passenger333,22,8,111,111,147,0,36,36,12
passenger334,3,11,112,153,177,41,24,65,13
passenger335,9,24,112,133,198,21,65,86,14
passenger336,16,24,112,115,188,3,73,76,15
passenger337,19,18,113,148,177,35,29,64,0
passenger338,3,2,114,152,155,38,3,41,1
passenger339,2,15,114,154,179,40,25,65,2
passenger340,6,25,114,149,200,35,51,86,3
passenger341,4,24,115,154,206,39,52,91,4
passenger342,17,3,115,127,155,12,28,40,5
passenger343,2,10,115,144,164,29,20,49,6
passenger344,9,8,115,131,134,16,3,19,7
passenger345,14,4,116,155,215,39,60,99,8
passenger346,4,18,116,155,193,39,38,77,9
passenger347,25,7,116,196,232,80,36,116,10
passenger348,24,9,117,121,144,4,23,27,11
passenger349,9,3,117,176,253,59,77,136,12
passenger350,11,13,117,131,183,14,52,66,13
passenger351,17,4,117,117,144,0,27,27,14
passenger352,5,11,118,140,159,22,19,41,15
passenger353,2,4,118,119,123,1,4,5,0
passenger354,16,24,118,123,209,5,86,91,1
passenger355,15,4,119,123,148,4,25,29,2
passenger356,25,14,120,200,219,80,19,99,3
passenger357,18,5,120,120,151,0,31,31,4
passenger358,15,2,120,131,158,11,27,38,5
passenger359,16,6,120,174,234,54,60,114,6
passenger360,23,2,121,193,242,72,49,121,7
passenger361,17,4,121,162,215,41,53,94,8
passenger362,18,13,121,123,134,2,11,13,9
passenger363,25,17,123,196,210,73,14,87,10
passenger364,10,3,123,141,158,18,17,35,11
passenger365,15,12,124,130,137,6,7,13,12
passenger366,2,15,124,156,190,32,34,66,13
passenger367,6,1,124,138,151,14,13,27,14
passenger368,10,6,124,127,137,3,10,13,15
passenger369,2,11,124,207,228,83,21,104,0
passenger370,6,4,125,143,149,18,6,24,1
passenger371,12,2,125,130,154,5,24,29,2
passenger372,25,12,125,200,223,75,23,98,3
passenger373,25,23,125,209,213,84,4,88,4
passenger374,25,14,126,214,231,88,17,105,5
passenger375,11,18,126,127,178,1,51,52,6
passenger376,3,22,126,147,190,21,43,64,7
passenger377,9,1,126,146,224,20,78,98,8
passenger378,6,7,126,151,172,25,21,46,9
passenger379,1,17,126,146,174,20,28,48,10
passenger380,3,22,126,158,203,32,45,77,11
passenger381,12,18,127,137,197,10,60,70,12
passenger382,9,4,127,137,150,10,13,23,13
passenger383,5,17,128,141,187,13,46,59,14
passenger384,18,7,128,174,230,46,56,102,15
passenger385,9,24,129,130,159,1,29,30,0
passenger386,22,11,129,203,234,74,31,105,1
passenger387,7,8,130,139,162,9,23,32,2
passenger388,14,15,130,133,178,3,45,48,3
passenger389,5,2,131,151,160,20,9,29,4
passenger390,13,20,131,135,201,4,66,70,5
passenger391,4,11,131,140,167,9,27,36,6
passenger392,5,7,132,143,161,11,18,29,7
passenger393,16,8,132,159,205,27,46,73,8
passenger394,7,25,133,148,210,15,62,77,9
passenger395,5,24,133,138,191,5,53,58,10
passenger396,14,2,133,135,161,2,26,28,11
passenger397,11,15,133,140,188,7,48,55,12
passenger398,7,14,133,141,186,8,45,53,13
passenger399,17,7,133,187,234,54,47,101,14
passenger400,21,12,134,179,219,45,40,85,15
passenger401,25,3,135,162,204,27,42,69,0
passenger402,9,19,135,138,194,3,56,59,1
passenger403,23,6,136,197,225,61,28,89,2
passenger404,25,5,136,200,238,64,38,102,3
passenger405,11,8,136,137,142,1,5,6,4
passenger406,11,23,136,139,210,3,71,74,5
passenger407,19,20,136,181,184,45,3,48,6
passenger408,7,24,136,137,196,1,59,60,7
passenger409,11,17,137,150,162,13,12,25,8
passenger410,18,17,137,193,220,56,27,83,9
passenger411,16,13,138,171,218,33,47,80,10
passenger412,17,23,138,192,206,54,14,68,11
passenger413,10,13,138,143,184,5,41,46,12
passenger414,5,9,139,147,171,8,24,32,13
passenger415,20,17,139,192,209,53,17,70,14
passenger416,6,14,140,150,168,10,18,28,15
passenger417,21,4,140,152,201,12,49,61,0
passenger418,2,10,141,155,175,14,20,34,1
passenger419,17,8,141,185,219,44,34,78,2
passenger420,21,22,142,188,191,46,3,49,3
passenger421,14,10,142,184,235,42,51,93,4
passenger422,2,21,142,158,204,16,46,62,5
passenger423,23,12,142,191,218,49,27,76,6
passenger424,13,19,142,171,181,29,10,39,7
passenger425,18,4,143,165,215,22,50,72,8
passenger426,17,24,144,190,207,46,17,63,9
passenger427,19,13,144,178,218,34,40,74,10
passenger428,14,7,144,185,236,41,51,92,11
passenger429,17,7,144,194,239,50,45,95,12
passenger430,9,7,144,171,246,27,75,102,13
passenger431,9,10,145,165,168,20,3,23,14
passenger432,3,18,145,145,174,0,29,29,15
passenger433,12,24,145,187,259,42,72,114,0
passenger434,5,17,145,146,188,1,42,43,1
passenger435,5,14,145,145,176,0,31,31,2
passenger436,13,12,146,174,223,28,49,77,3
passenger437,17,21,146,189,199,43,10,53,4
passenger438,8,22,147,172,207,25,35,60,5
passenger439,5,8,147,153,158,6,5,11,6
passenger440,8,24,147,164,196,17,32,49,7
passenger441,3,10,148,218,239,70,21,91,8
passenger442,11,21,149,180,202,31,22,53,9
passenger443,13,25,149,162,196,13,34,47,10
passenger444,19,18,149,196,215,47,19,66,11
passenger445,19,5,149,201,247,52,46,98,12
passenger446,12,15,150,180,190,30,10,40,13
passenger447,6,3,150,160,244,10,84,94,14
passenger448,4,20,150,237,281,87,44,131,15
passenger449,17,8,150,180,195,30,15,45,0
passenger450,19,18,150,194,221,44,27,71,1
passenger451,21,23,151,193,197,42,4,46,2
passenger452,23,5,151,194,238,43,44,87,3
passenger453,20,10,151,196,235,45,39,84,4
passenger454,11,17,151,177,193,26,16,42,5
passenger455,16,11,151,174,221,23,47,70,6
passenger456,25,5,151,199,235,48,36,84,7
passenger457,3,1,152,218,224,66,6,72,8
passenger458,21,11,152,202,236,50,34,84,9
passenger459,11,17,152,158,174,6,16,22,10
passenger460,11,15,152,178,188,26,10,36,11
passenger461,2,4,152,163,167,11,4,15,12
passenger462,24,12,152,209,237,57,28,85,13
passenger463,5,10,153,157,168,4,11,15,14
passenger464,9,7,153,155,230,2,75,77,15
passenger465,8,19,153,195,246,42,51,93,0
passenger466,3,8,155,162,171,7,9,16,1
passenger467,12,14,155,170,176,15,6,21,2
passenger468,23,24,155,194,197,39,3,42,3
passenger469,8,14,155,172,184,17,12,29,4
passenger470,1,16,155,161,190,6,29,35,5
passenger471,4,2,155,238,242,83,4,87,6
passenger472,17,5,155,177,235,22,58,80,7
passenger473,12,3,156,197,218,41,21,62,8
passenger474,19,20,156,196,199,40,3,43,9
passenger475,15,21,156,168,184,12,16,28,10
passenger476,11,5,156,178,242,22,64,86,11
passenger477,4,6,157,159,171,2,12,14,12
passenger478,6,9,158,166,171,8,5,13,13
passenger479,6,15,158,160,181,2,21,23,14
passenger480,4,16,158,237,271,79,34,113,15
passenger481,9,18,159,192,243,33,51,84,0
passenger482,13,23,159,180,206,21,26,47,1
passenger483,11,8,159,167,219,8,52,60,2
passenger484,15,17,160,178,182,18,4,22,3
passenger485,11,14,160,177,184,17,7,24,4
passenger486,12,8,160,180,249,20,69,89,5
passenger487,8,23,161,230,279,69,49,118,6
passenger488,17,3,161,177,239,16,62,78,7
passenger489,25,18,162,178,187,16,9,25,8
passenger490,2,19,162,165,196,3,31,34,9
passenger491,15,23,162,168,188,6,20,26,10
passenger492,13,8,162,182,233,20,51,71,11
passenger493,9,16,163,176,191,13,15,28,12
passenger494,21,23,163,200,206,37,6,43,13
passenger495,20,16,163,192,212,29,20,49,14
passenger496,13,9,163,165,224,2,59,61,15
passenger497,20,8,164,171,195,7,24,31,0
passenger498,7,22,164,168,203,4,35,39,1
passenger499,15,9,165,179,216,14,37,51,2
passenger500,22,25,166,191,200,25,9,34,3
passenger501,8,14,166,172,184,6,12,18,4
passenger502,13,18,166,183,196,17,13,30,5
passenger503,24,14,166,194,212,28,18,46,6
passenger504,20,15,166,184,219,18,35,53,7
passenger505,23,11,167,174,200,7,26,33,8
passenger506,10,11,167,177,180,10,3,13,9
passenger507,25,16,167,196,213,29,17,46,10
passenger508,4,2,167,169,249,2,80,82,11
passenger509,13,21,167,184,207,17,23,40,12
passenger510,12,15,167,180,190,13,10,23,13
passenger511,20,13,168,192,222,24,30,54,14
passenger512,23,16,169,185,211,16,26,42,15
passenger513,19,20,171,174,249,3,75,78,0
passenger514,16,2,171,185,253,14,68,82,1
passenger515,11,4,171,211,229,40,18,58,2
passenger516,13,4,172,174,241,2,67,69,3
passenger517,13,9,172,181,238,9,57,66,4
passenger518,1,4,172,266,271,94,5,99,5
passenger519,13,2,172,215,242,43,27,70,6
passenger520,22,19,172,190,209,18,19,37,7
passenger521,18,5,173,187,212,14,25,39,8
passenger522,20,16,173,199,223,26,24,50,9
passenger523,10,1,173,225,242,52,17,69,10
passenger524,14,20,173,185,199,12,14,26,11
passenger525,1,2,173,259,262,86,3,89,12
passenger526,10,13,174,174,183,0,9,9,13
passenger527,12,11,174,174,228,0,54,54,14
passenger528,7,2,175,230,243,55,13,68,15
passenger529,1,3,175,210,214,35,4,39,0
passenger530,18,20,176,191,197,15,6,21,1
passenger531,11,2,176,211,235,35,24,59,2
passenger532,11,25,176,226,294,50,68,118,3
passenger533,7,13,176,244,278,68,34,102,4
passenger534,14,9,176,186,246,10,60,70,5
passenger535,11,12,176,221,254,45,33,78,6
passenger536,12,18,177,224,278,47,54,101,7
passenger537,15,2,177,192,221,15,29,44,8
passenger538,1,11,177,260,278,83,18,101,9
passenger539,23,1,177,188,242,11,54,65,10
passenger540,2,17,177,249,276,72,27,99,11
passenger541,12,6,178,181,244,3,63,66,12
passenger542,6,17,178,249,280,71,31,102,13
passenger543,14,16,178,178,184,0,6,6,14
passenger544,8,14,178,227,265,49,38,87,15
passenger545,22,8,179,253,297,74,44,118,0
passenger546,10,5,179,237,246,58,9,67,1
passenger547,16,1,180,182,238,2,56,58,2
passenger548,7,18,181,234,279,53,45,98,3
passenger549,1,25,181,256,306,75,50,125,4
passenger550,11,10,181,240,243,59,3,62,5
passenger551,14,16,182,212,262,30,50,80,6
passenger552,12,23,183,224,289,41,65,106,7
passenger553,25,6,184,272,309,88,37,125,8
passenger554,18,8,184,193,243,9,50,59,9
passenger555,25,7,185,196,232,11,36,47,10
passenger556,8,18,186,233,279,47,46,93,11
passenger557,20,4,186,204,250,18,46,64,12
passenger558,14,9,187,187,242,0,55,55,13
passenger559,16,14,187,212,219,25,7,32,14
passenger560,25,24,187,191,194,4,3,7,15
passenger561,17,23,188,240,256,52,16,68,0
passenger562,5,19,188,246,300,58,54,112,1
passenger563,20,4,188,190,229,2,39,41,2
passenger564,23,18,188,194,211,6,17,23,3
passenger565,9,13,189,238,278,49,40,89,4
passenger566,13,23,189,234,308,45,74,119,5
passenger567,25,21,189,197,203,8,6,14,6
passenger568,17,3,190,215,239,25,24,49,7
passenger569,23,4,191,266,315,75,49,124,8
passenger570,5,2,191,250,257,59,7,66,9
passenger571,24,13,193,193,218,0,25,25,10
passenger572,6,3,193,239,246,46,7,53,11
passenger573,11,19,194,279,297,85,18,103,12
passenger574,25,14,195,212,233,17,21,38,13
passenger575,16,21,195,212,274,17,62,79,14
passenger576,23,7,196,197,230,1,33,34,15
passenger577,25,13,196,262,284,66,22,88,0
passenger578,24,3,196,209,250,13,41,54,1
passenger579,3,23,197,232,274,35,42,77,2
passenger580,17,5,197,214,238,17,24,41,3
passenger581,23,3,197,203,252,6,49,55,4
passenger582,18,6,197,197,255,0,58,58,5
passenger583,2,21,197,242,275,45,33,78,6
passenger584,22,3,198,204,239,6,35,41,7
passenger585,3,16,198,218,251,20,33,53,8
passenger586,1,19,198,260,294,62,34,96,9
passenger587,23,19,198,200,206,2,6,8,10
passenger588,6,5,198,239,242,41,3,44,11
passenger589,18,2,198,198,256,0,58,58,12
passenger590,14,12,199,233,237,34,4,38,13
passenger591,19,6,199,205,237,6,32,38,14
passenger592,20,18,199,202,206,3,4,7,15
passenger593,6,9,200,219,224,19,5,24,0
passenger594,2,12,202,253,281,51,28,79,1
passenger595,7,3,203,222,232,19,10,29,2
passenger596,14,15,203,219,272,16,53,69,3
passenger597,3,5,203,252,262,49,10,59,4
passenger598,3,17,203,262,294,59,32,91,5
passenger599,9,2,204,227,242,23,15,38,6
passenger600,5,25,204,235,295,31,60,91,7
passenger601,7,18,204,208,255,4,47,51,8
passenger602,12,5,205,233,250,28,17,45,9
passenger603,8,1,205,229,242,24,13,37,10
passenger604,19,9,205,212,230,7,18,25,11
