id,source,dest,submit_tick,pickup_tick,dropoff_tick,wait_time,travel_time,total_time,elevator
passenger117,1,10,37,75,86,38,11,49,4
passenger118,1,7,38,38,46,0,8,8,5
passenger119,1,10,38,67,82,29,15,44,6
passenger120,1,5,38,77,85,39,8,47,7
passenger121,1,25,38,90,132,52,42,94,8
passenger122,1,11,38,38,56,0,18,18,9
passenger123,1,4,39,67,73,28,6,34,10
passenger124,1,15,39,50,74,11,24,35,11
passenger125,1,23,40,50,89,10,39,49,12
passenger126,1,10,40,95,110,55,15,70,13
passenger127,1,22,40,90,123,50,33,83,14
passenger128,1,16,40,42,65,2,23,25,15
passenger129,1,19,41,80,114,39,34,73,0
passenger130,1,9,41,56,74,15,18,33,1
passenger131,1,2,41,62,65,21,3,24,2
passenger132,1,10,42,52,68,10,16,26,3
passenger133,1,24,42,75,112,33,37,70,4
passenger134,1,20,43,94,123,51,29,80,5
passenger135,1,20,43,67,98,24,31,55,6
passenger136,1,23,43,77,119,34,42,76,7
passenger137,1,10,43,90,103,47,13,60,8
passenger138,1,9,43,94,110,51,16,67,9
passenger139,1,24,43,67,101,24,34,58,10
passenger140,1,15,43,50,74,7,24,31,11
passenger141,1,9,44,50,65,6,15,21,12
passenger142,1,8,44,95,106,51,11,62,13
passenger143,1,23,44,90,126,46,36,82,14
passenger144,1,3,45,106,110,61,4,65,15
passenger145,1,3,45,80,86,35,6,41,0
passenger146,1,19,45,56,88,11,32,43,1
passenger147,1,2,46,62,65,16,3,19,2
passenger148,1,6,46,52,62,6,10,16,3
passenger149,1,25,47,75,115,28,40,68,4
passenger150,1,12,47,94,113,47,19,66,5
passenger151,1,19,47,67,95,20,28,48,6
passenger152,1,13,48,77,101,29,24,53,7
passenger153,1,4,48,90,95,42,5,47,8
passenger154,1,6,48,94,103,46,9,55,9
passenger155,1,20,48,67,93,19,26,45,10
passenger156,1,4,50,50,55,0,5,5,11
passenger157,1,16,51,51,76,0,25,25,12
passenger158,1,10,51,95,110,44,15,59,13
passenger159,1,10,52,90,103,38,13,51,14
passenger160,1,24,52,106,145,54,39,93,15
passenger161,1,16,52,80,109,28,29,57,0
passenger162,1,16,52,56,83,4,27,31,1
passenger163,1,10,53,62,79,9,17,26,2
passenger164,1,11,53,53,71,0,18,18,3
passenger165,1,18,54,75,100,21,25,46,4
passenger166,1,2,54,94,97,40,3,43,5
passenger167,1,7,54,67,77,13,10,23,6
passenger168,1,16,54,77,106,23,29,52,7
passenger169,1,16,55,90,115,35,25,60,8
passenger170,1,4,55,94,99,39,5,44,9
passenger171,1,20,55,67,93,12,26,38,10
passenger172,1,15,56,110,132,54,22,76,11
passenger173,1,7,56,113,123,57,10,67,12
passenger174,1,20,57,95,124,38,29,67,13
passenger175,1,25,57,90,130,33,40,73,14
passenger176,1,12,57,106,123,49,17,66,15
passenger177,1,8,58,80,95,22,15,37,0
passenger178,1,9,58,58,74,0,16,16,1
passenger179,1,16,58,62,89,4,27,31,2
passenger180,1,3,58,109,113,51,4,55,3
passenger181,1,13,59,75,91,16,16,32,4
passenger182,1,2,59,94,97,35,3,38,5
passenger183,1,2,59,67,70,8,3,11,6
passenger184,1,12,60,77,98,17,21,38,7
passenger185,1,19,60,90,122,30,32,62,8
passenger186,1,23,60,94,134,34,40,74,9
passenger187,1,4,60,67,73,7,6,13,10
passenger188,1,7,60,110,120,50,10,60,11
passenger189,1,12,61,113,130,52,17,69,12
passenger190,1,15,61,95,117,34,22,56,13
passenger191,1,25,61,90,130,29,40,69,14
passenger192,1,18,61,106,135,45,29,74,15
passenger193,1,14,62,80,103,18,23,41,0
passenger194,1,3,62,108,112,46,4,50,1
passenger195,1,3,62,62,68,0,6,6,2
passenger196,1,5,63,109,117,46,8,54,3
passenger197,1,17,64,75,97,11,22,33,4
passenger198,1,9,64,94,108,30,14,44,5
passenger199,1,7,65,67,77,2,10,12,6
passenger200,1,18,65,77,110,12,33,45,7
passenger201,1,21,66,90,126,24,36,60,8
passenger202,1,12,67,94,115,27,21,48,9
passenger203,1,23,68,68,98,0,30,30,10
passenger204,1,19,69,110,138,41,28,69,11
passenger205,1,19,70,113,139,43,26,69,12
passenger206,1,22,70,95,128,25,33,58,13
passenger207,1,6,70,90,97,20,7,27,14
passenger208,1,20,71,106,139,35,33,68,15
passenger209,1,24,71,80,121,9,41,50,0
passenger210,1,25,72,108,146,36,38,74,1
passenger211,1,15,73,124,148,51,24,75,2
passenger212,1,20,73,109,142,36,33,69,3
passenger213,1,23,73,75,109,2,34,36,4
passenger214,1,22,74,94,129,20,35,55,5
passenger215,1,23,74,129,169,55,40,95,6
passenger216,1,21,75,77,115,2,38,40,7
passenger217,1,11,76,90,106,14,16,30,8
passenger218,1,19,76,94,126,18,32,50,9
passenger219,1,11,76,126,140,50,14,64,10
passenger220,1,21,76,110,144,34,34,68,11
passenger221,1,21,76,113,143,37,30,67,12
passenger222,1,24,76,95,132,19,37,56,13
passenger223,1,16,77,90,111,13,21,34,14
passenger224,1,13,77,106,126,29,20,49,15
passenger225,1,5,77,80,90,3,10,13,0
passenger226,1,17,78,108,134,30,26,56,1
passenger227,1,15,78,124,148,46,24,70,2
passenger228,1,14,78,109,130,31,21,52,3
passenger229,1,18,78,141,170,63,29,92,4
passenger230,1,22,78,94,129,16,35,51,5
passenger231,1,5,79,129,137,50,8,58,6
passenger232,1,12,79,143,162,64,19,83,7
passenger233,1,19,80,90,122,10,32,42,8
passenger234,1,21,80,94,130,14,36,50,9
passenger235,1,20,81,126,161,45,35,80,10
passenger236,1,21,81,110,144,29,34,63,11
passenger237,1,22,81,113,146,32,33,65,12
passenger238,1,25,82,95,135,13,40,53,13
passenger239,1,16,82,90,111,8,21,29,14
passenger240,1,7,82,106,116,24,10,34,15
passenger241,1,15,82,82,106,0,24,24,0
passenger242,1,19,82,108,138,26,30,56,1
passenger243,1,4,82,124,129,42,5,47,2
passenger244,1,20,83,109,142,26,33,59,3
passenger245,1,15,83,141,163,58,22,80,4
passenger246,1,24,83,94,133,11,39,50,5
passenger247,1,7,83,129,141,46,12,58,6
passenger248,1,23,83,143,177,60,34,94,7
passenger249,1,12,84,90,109,6,19,25,8
passenger250,1,15,84,94,120,10,26,36,9
passenger251,1,17,84,126,156,42,30,72,10
passenger252,1,15,85,110,132,25,22,47,11
passenger253,1,23,85,113,149,28,36,64,12
passenger254,1,6,86,95,102,9,7,16,13
passenger255,1,19,86,90,116,4,26,30,14
passenger256,1,25,86,106,148,20,42,62,15
passenger257,1,7,86,146,158,60,12,72,0
passenger258,1,8,86,108,121,22,13,35,1
passenger259,1,13,87,124,144,37,20,57,2
passenger260,1,19,87,109,139,22,30,52,3
passenger261,1,25,87,141,181,54,40,94,4
passenger262,1,21,87,94,126,7,32,39,5
passenger263,1,21,88,129,163,41,34,75,6
passenger264,1,12,88,143,162,55,19,74,7
passenger265,1,17,88,90,118,2,28,30,8
passenger266,1,7,89,94,106,5,12,17,9
passenger267,1,13,89,126,146,37,20,57,10
passenger268,1,6,89,110,117,21,7,28,11
passenger269,1,2,89,113,116,24,3,27,12
passenger270,1,22,89,95,128,6,33,39,13
passenger271,1,21,90,90,120,0,30,30,14
passenger272,1,14,90,106,129,16,23,39,15
passenger273,1,2,91,146,149,55,3,58,0
passenger274,1,4,91,108,115,17,7,24,1
passenger275,1,4,92,124,129,32,5,37,2
passenger276,1,19,92,109,139,17,30,47,3
passenger277,1,6,92,141,150,49,9,58,4
passenger278,1,8,92,94,105,2,11,13,5
passenger279,1,22,92,129,166,37,37,74,6
passenger280,1,23,93,143,177,50,34,84,7
passenger281,1,20,93,158,189,65,31,96,8
passenger282,1,9,94,94,110,0,16,16,9
passenger283,1,15,94,126,150,32,24,56,10
passenger284,1,6,94,110,117,16,7,23,11
passenger285,1,22,95,113,146,18,33,51,12
passenger286,1,4,95,161,166,66,5,71,13
passenger287,1,19,95,156,190,61,34,95,14
passenger288,1,14,95,106,129,11,23,34,15
passenger289,1,20,95,146,179,51,33,84,0
passenger290,1,12,95,108,127,13,19,32,1
passenger291,1,5,95,124,132,29,8,37,2
passenger292,1,20,96,109,142,13,33,46,3
passenger293,1,17,96,141,167,45,26,71,4
passenger294,1,13,96,158,178,62,20,82,5
passenger295,1,10,96,129,148,33,19,52,6
passenger296,1,10,97,143,158,46,15,61,7
passenger297,1,13,97,158,176,61,18,79,8
passenger298,1,8,98,158,173,60,15,75,9
passenger299,1,8,98,126,135,28,9,37,10
passenger300,1,8,98,110,123,12,13,25,11
passenger301,1,2,98,113,116,15,3,18,12
passenger302,1,24,99,161,200,62,39,101,13
passenger303,1,7,99,156,166,57,10,67,14
passenger304,1,5,99,174,182,75,8,83,15
passenger305,1,5,100,146,154,46,8,54,0
passenger306,1,25,100,108,146,8,38,46,1
passenger307,1,13,100,124,144,24,20,44,2
passenger308,1,9,100,109,123,9,14,23,3
passenger309,1,11,101,141,157,40,16,56,4
passenger310,1,4,101,158,163,57,5,62,5
passenger311,1,9,101,129,145,28,16,44,6
passenger312,1,7,102,143,153,41,10,51,7
passenger313,1,21,103,158,192,55,34,89,8
passenger314,1,3,104,158,164,54,6,60,9
passenger315,1,12,104,126,143,22,17,39,10
passenger316,1,20,104,110,141,6,31,37,11
passenger317,1,22,104,113,146,9,33,42,12
passenger318,1,14,106,161,184,55,23,78,13
passenger319,1,7,107,156,166,49,10,59,14
passenger320,1,10,107,174,195,67,21,88,15
passenger321,1,7,107,146,158,39,12,51,0
passenger322,1,17,108,108,134,0,26,26,1
passenger323,1,9,108,124,138,16,14,30,2
passenger324,1,17,108,109,135,1,26,27,3
passenger325,1,17,108,141,167,33,26,59,4
passenger326,1,24,108,158,197,50,39,89,5
passenger327,1,10,109,129,148,20,19,39,6
passenger328,1,25,110,143,181,33,38,71,7
passenger329,1,11,110,158,172,48,14,62,8
passenger330,1,18,110,158,191,48,33,81,9
passenger331,1,17,110,126,156,16,30,46,10
passenger332,1,21,111,166,204,55,38,93,11
passenger333,1,13,111,173,197,62,24,86,12
passenger334,1,21,112,161,195,49,34,83,13
passenger335,1,10,112,156,173,44,17,61,14
passenger336,1,13,112,174,202,62,28,90,15
passenger337,1,13,113,146,168,33,22,55,0
passenger338,1,18,114,172,201,58,29,87,1
passenger339,1,16,114,124,151,10,27,37,2
passenger340,1,3,114,163,167,49,4,53,3
passenger341,1,21,115,141,175,26,34,60,4
passenger342,1,20,115,158,191,43,33,76,5
passenger343,1,4,115,129,134,14,5,19,6
passenger344,1,25,115,143,181,28,38,66,7
passenger345,1,17,116,158,184,42,26,68,8
passenger346,1,4,116,158,167,42,9,51,9
passenger347,1,13,116,126,146,10,20,30,10
passenger348,1,22,117,166,207,49,41,90,11
passenger349,1,8,117,173,186,56,13,69,12
passenger350,1,24,117,161,200,44,39,83,13
passenger351,1,12,117,156,177,39,21,60,14
passenger352,1,7,118,174,186,56,12,68,15
passenger353,1,10,118,146,163,28,17,45,0
passenger354,1,14,118,172,195,54,23,77,1
passenger355,1,18,119,124,155,5,31,36,2
passenger356,1,24,120,163,204,43,41,84,3
passenger357,1,6,120,141,150,21,9,30,4
passenger358,1,25,120,158,200,38,42,80,5
passenger359,1,14,120,129,154,9,25,34,6
passenger360,1,5,121,143,149,22,6,28,7
passenger361,1,24,121,158,199,37,41,78,8
passenger362,1,10,121,158,177,37,19,56,9
passenger363,1,16,123,126,153,3,27,30,10
passenger364,1,18,123,166,197,43,31,74,11
passenger365,1,2,124,173,176,49,3,52,12
passenger366,1,7,124,161,171,37,10,47,13
passenger367,1,18,124,156,187,32,31,63,14
passenger368,1,9,124,174,192,50,18,68,15
passenger369,1,2,124,146,149,22,3,25,0
passenger370,1,2,125,172,175,47,3,50,1
passenger371,1,21,125,174,206,49,32,81,2
passenger372,1,5,125,163,171,38,8,46,3
passenger373,1,4,125,141,146,16,5,21,4
passenger374,1,15,126,158,182,32,24,56,5
passenger375,1,4,126,193,202,67,9,76,6
passenger376,1,17,126,143,169,17,26,43,7
passenger377,1,15,126,158,180,32,22,54,8
passenger378,1,17,126,158,188,32,30,62,9
passenger379,1,13,126,182,202,56,20,76,10
passenger380,1,20,126,166,201,40,35,75,11
passenger381,1,17,127,173,205,46,32,78,12
passenger382,1,11,127,161,177,34,16,50,13
passenger383,1,2,128,156,159,28,3,31,14
passenger384,1,8,128,174,189,46,15,61,15
passenger385,1,5,129,146,154,17,8,25,0
passenger386,1,2,129,172,175,43,3,46,1
passenger387,1,8,130,174,187,44,13,57,2
passenger388,1,6,130,163,174,33,11,44,3
passenger389,1,3,131,207,211,76,4,80,4
passenger390,1,9,131,158,172,27,14,41,5
passenger391,1,14,131,193,218,62,25,87,6
passenger392,1,6,132,207,218,75,11,86,7
passenger393,1,8,132,158,167,26,9,35,8
passenger394,1,2,133,158,161,25,3,28,9
passenger395,1,3,133,182,186,49,4,53,10
passenger396,1,5,133,166,176,33,10,43,11
passenger397,1,12,133,173,194,40,21,61,12
passenger398,1,17,133,161,189,28,28,56,13
passenger399,1,20,133,156,193,23,37,60,14
passenger400,1,17,134,174,210,40,36,76,15
passenger401,1,16,135,146,173,11,27,38,0
passenger402,1,24,135,172,211,37,39,76,1
passenger403,1,8,136,174,187,38,13,51,2
passenger404,1,21,136,163,199,27,36,63,3
passenger405,1,24,136,207,244,71,37,108,4
passenger406,1,15,136,158,182,22,24,46,5
passenger407,1,22,136,193,230,57,37,94,6
passenger408,1,5,136,207,215,71,8,79,7
passenger409,1,23,137,158,196,21,38,59,8
passenger410,1,15,137,158,184,21,26,47,9
passenger411,1,7,138,182,192,44,10,54,10
passenger412,1,3,138,166,172,28,6,34,11
passenger413,1,19,138,173,209,35,36,71,12
passenger414,1,12,139,161,180,22,19,41,13
passenger415,1,9,139,156,170,17,14,31,14
passenger416,1,11,140,174,198,34,24,58,15
passenger417,1,25,140,200,242,60,42,102,0
passenger418,1,12,141,172,191,31,19,50,1
passenger419,1,3,141,174,178,33,4,37,2
passenger420,1,8,142,163,178,21,15,36,3
passenger421,1,5,142,207,215,65,8,73,4
passenger422,1,18,142,158,187,16,29,45,5
passenger423,1,21,142,193,227,51,34,85,6
passenger424,1,22,142,207,246,65,39,104,7
passenger425,1,17,143,158,184,15,26,41,8
passenger426,1,20,144,158,195,14,37,51,9
passenger427,1,12,144,182,199,38,17,55,10
passenger428,1,17,144,166,194,22,28,50,11
passenger429,1,4,144,173,180,29,7,36,12
passenger430,1,14,144,161,184,17,23,40,13
passenger431,1,15,145,156,182,11,26,37,14
passenger432,1,2,145,174,177,29,3,32,15
passenger433,1,15,145,200,226,55,26,81,0
passenger434,1,19,145,172,204,27,32,59,1
passenger435,1,10,145,174,191,29,17,46,2
passenger436,1,15,146,163,189,17,26,43,3
passenger437,1,8,146,207,220,61,13,74,4
passenger438,1,8,147,158,169,11,11,22,5
passenger439,1,5,147,193,205,46,12,58,6
passenger440,1,9,147,207,225,60,18,78,7
passenger441,1,21,148,224,262,76,38,114,8
passenger442,1,24,149,158,201,9,43,52,9
passenger443,1,17,149,182,208,33,26,59,10
passenger444,1,16,149,166,191,17,25,42,11
passenger445,1,16,149,173,202,24,29,53,12
passenger446,1,13,150,225,243,75,18,93,13
passenger447,1,12,150,214,235,64,21,85,14
passenger448,1,16,150,174,207,24,33,57,15
passenger449,1,20,150,200,233,50,33,83,0
passenger450,1,11,150,172,188,22,16,38,1
passenger451,1,15,151,174,198,23,24,47,2
passenger452,1,13,151,163,185,12,22,34,3
passenger453,1,8,151,207,220,56,13,69,4
passenger454,1,8,151,226,237,75,11,86,5
passenger455,1,3,151,193,199,42,6,48,6
passenger456,1,12,151,207,232,56,25,81,7
passenger457,1,19,152,224,258,72,34,106,8
passenger458,1,18,152,226,259,74,33,107,9
passenger459,1,25,152,182,226,30,44,74,10
passenger460,1,2,152,166,169,14,3,17,11
passenger461,1,20,152,173,212,21,39,60,12
passenger462,1,21,152,225,259,73,34,107,13
passenger463,1,12,153,214,235,61,21,82,14
passenger464,1,8,153,228,241,75,13,88,15
passenger465,1,10,153,200,215,47,15,62,0
passenger466,1,18,155,172,201,17,29,46,1
passenger467,1,22,155,174,209,19,35,54,2
passenger468,1,17,155,163,193,8,30,38,3
passenger469,1,14,155,207,228,52,21,73,4
passenger470,1,17,155,226,252,71,26,97,5
passenger471,1,3,155,193,199,38,6,44,6
passenger472,1,16,155,207,238,52,31,83,7
passenger473,1,3,156,224,230,68,6,74,8
passenger474,1,25,156,226,268,70,42,112,9
passenger475,1,23,156,182,222,26,40,66,10
passenger476,1,14,156,166,187,10,21,31,11
passenger477,1,10,157,173,190,16,17,33,12
passenger478,1,19,158,225,255,67,30,97,13
passenger479,1,17,158,214,242,56,28,84,14
passenger480,1,18,158,228,263,70,35,105,15
passenger481,1,14,159,200,223,41,23,64,0
passenger482,1,7,159,172,182,13,10,23,1
passenger483,1,3,159,174,178,15,4,19,2
passenger484,1,8,160,163,178,3,15,18,3
passenger485,1,14,160,207,228,47,21,68,4
passenger486,1,12,160,226,243,66,17,83,5
passenger487,1,14,161,193,218,32,25,57,6
passenger488,1,8,161,207,222,46,15,61,7
passenger489,1,24,162,224,267,62,43,105,8
passenger490,1,10,162,226,241,64,15,79,9
passenger491,1,22,162,182,219,20,37,57,10
passenger492,1,11,162,230,244,68,14,82,11
passenger493,1,12,163,233,252,70,19,89,12
passenger494,1,16,163,225,248,62,23,85,13
passenger495,1,8,163,214,229,51,15,66,14
passenger496,1,7,163,228,238,65,10,75,15
passenger497,1,11,164,200,218,36,18,54,0
passenger498,1,21,164,236,270,72,34,106,1
passenger499,1,5,165,174,182,9,8,17,2
passenger500,1,12,166,229,250,63,21,84,3
passenger501,1,18,166,207,236,41,29,70,4
passenger502,1,18,166,226,255,60,29,89,5
passenger503,1,12,166,193,214,27,21,48,6
passenger504,1,3,166,207,211,41,4,45,7
passenger505,1,2,167,224,227,57,3,60,8
passenger506,1,13,167,226,246,59,20,79,9
passenger507,1,21,167,182,216,15,34,49,10
passenger508,1,2,167,230,233,63,3,66,11
passenger509,1,23,167,233,271,66,38,104,12
passenger510,1,18,167,225,252,58,27,85,13
passenger511,1,2,168,214,217,46,3,49,14
passenger512,1,10,169,228,245,59,17,76,15
passenger513,1,7,171,200,210,29,10,39,0
passenger514,1,24,171,236,277,65,41,106,1
passenger515,1,15,171,174,198,3,24,27,2
passenger516,1,9,172,229,243,57,14,71,3
passenger517,1,8,172,207,220,35,13,48,4
passenger518,1,15,172,226,248,54,22,76,5
passenger519,1,2,172,193,196,21,3,24,6
passenger520,1,8,172,207,222,35,15,50,7
passenger521,1,5,173,224,234,51,10,61,8
passenger522,1,16,173,226,255,53,29,82,9
passenger523,1,18,173,182,211,9,29,38,10
passenger524,1,13,173,230,248,57,18,75,11
passenger525,1,5,173,233,239,60,6,66,12
passenger526,1,10,174,225,238,51,13,64,13
passenger527,1,22,174,214,251,40,37,77,14
passenger528,1,6,175,228,235,53,7,60,15
passenger529,1,5,175,200,206,25,6,31,0
passenger530,1,4,176,236,241,60,5,65,1
passenger531,1,21,176,232,266,56,34,90,2
passenger532,1,4,176,229,234,53,5,58,3
passenger533,1,15,176,207,231,31,24,55,4
passenger534,1,25,176,226,268,50,42,92,5
passenger535,1,17,176,253,279,77,26,103,6
passenger536,1,11,177,207,229,30,22,52,7
passenger537,1,6,177,224,237,47,13,60,8
passenger538,1,2,177,226,229,49,3,52,9
passenger539,1,5,177,252,258,75,6,81,10
passenger540,1,24,177,230,267,53,37,90,11
passenger541,1,5,178,233,239,55,6,61,12
passenger542,1,2,178,225,228,47,3,50,13
passenger543,1,21,178,214,248,36,34,70,14
passenger544,1,12,178,228,249,50,21,71,15
passenger545,1,10,179,200,215,21,15,36,0
passenger546,1,19,179,236,266,57,30,87,1
passenger547,1,14,180,232,257,52,25,77,2
passenger548,1,23,181,229,267,48,38,86,3
passenger549,1,13,181,269,291,88,22,110,4
passenger550,1,19,181,226,258,45,32,77,5
passenger551,1,23,182,253,295,71,42,113,6
passenger552,1,13,183,269,289,86,20,106,7
passenger553,1,8,184,224,241,40,17,57,8
passenger554,1,25,184,226,268,42,42,84,9
passenger555,1,7,185,252,262,67,10,77,10
passenger556,1,2,186,230,233,44,3,47,11
passenger557,1,15,186,233,257,47,24,71,12
passenger558,1,25,187,225,267,38,42,80,13
passenger559,1,4,187,214,221,27,7,34,14
passenger560,1,22,187,228,269,41,41,82,15
passenger561,1,21,188,200,236,12,36,48,0
passenger562,1,24,188,236,277,48,41,89,1
passenger563,1,12,188,232,253,44,21,65,2
passenger564,1,8,188,229,240,41,11,52,3
passenger565,1,14,189,269,294,80,25,105,4
passenger566,1,5,189,226,232,37,6,43,5
passenger567,1,22,189,253,292,64,39,103,6
passenger568,1,17,190,269,297,79,28,107,7
passenger569,1,13,191,224,250,33,26,59,8
passenger570,1,14,191,226,249,35,23,58,9
passenger571,1,19,193,252,280,59,28,87,10
passenger572,1,14,193,230,251,37,21,58,11
passenger573,1,22,194,233,268,39,35,74,12
passenger574,1,24,195,225,264,30,39,69,13
passenger575,1,24,195,214,255,19,41,60,14
passenger576,1,16,196,228,259,32,31,63,15
passenger577,1,19,196,268,300,72,32,104,0
passenger578,1,9,196,236,252,40,16,56,1
passenger579,1,2,197,232,235,35,3,38,2
passenger580,1,11,197,229,247,32,18,50,3
passenger581,1,22,197,269,308,72,39,111,4
passenger582,1,5,197,226,232,29,6,35,5
passenger583,1,15,197,253,275,56,22,78,6
passenger584,1,6,198,269,278,71,9,80,7
passenger585,1,12,198,224,247,26,23,49,8
passenger586,1,5,198,226,234,28,8,36,9
passenger587,1,19,198,252,280,54,28,82,10
passenger588,1,21,198,230,262,32,32,64,11
passenger589,1,20,198,233,264,35,31,66,12
passenger590,1,18,199,225,252,26,27,53,13
passenger591,1,7,199,214,226,15,12,27,14
passenger592,1,14,199,228,255,29,27,56,15
passenger593,1,4,200,268,273,68,5,73,0
passenger594,1,10,202,236,255,34,19,53,1
passenger595,1,14,203,232,257,29,25,54,2
passenger596,1,18,203,229,258,26,29,55,3
passenger597,1,4,203,269,274,66,5,71,4
passenger598,1,21,203,226,262,23,36,59,5
passenger599,1,13,204,253,271,49,18,67,6
passenger600,1,23,204,269,305,65,36,101,7
passenger601,1,14,204,292,317,88,25,113,8
passenger602,1,15,205,226,252,21,26,47,9
passenger603,1,18,205,252,277,47,25,72,10
passenger604,1,21,205,230,262,25,32,57,11
